content,engagement,comments,personal_exp
"I'll be honest - consistency is difficult.

Here's how I save 20+ hours a week:

♻️ Repost if you found this helpful.

P.S. My new course, The Growth OS, is launching on August 31st (2 days!)

Join the Waitlist:
",371,4,TRUE
"Play your own game by understanding more of who you are.

It starts with self-examination and creating your own “Playbook.”

The playbook evolves as you evolve.

It’s a reference point for your thinking, decisions, lessons, and habits that drive your success.

It's a living document that evolves as you evolve.

Updates can happen daily, weekly, quarterly, or yearly.

Some core components are:

• Purpose
• Vision
• Mission
• Philosophy
• Ethos/Values
• Lessons/Insights
• Memorable Moments/Wins
• Questions
• Big Ideas
• Quotes

This tool focuses on helping high performers improve by having them understand themselves more deeply and create their own ""Playbook."" It guides their thinking, decision-making, lessons, and habits that drive their success.

What do you have in your playbook?

Stay Curious.

   
",12,0,FALSE
"This was an amazing project to be apart of and I'm grateful for the opportunity to add value to the industry!

Special thanks to , , and for your support.
",9,2,TRUE
"Stop chasing ""peak performance.""

Do this instead.

𝗪𝗼𝗿𝗸 𝗕𝗮𝗰𝗸𝘄𝗮𝗿𝗱 𝗳𝗿𝗼𝗺 𝗬𝗼𝘂𝗿 𝗚𝗼𝗮𝗹𝘀:
Plan your efforts around key milestones, not just your ultimate peak.

𝗘𝗺𝗯𝗿𝗮𝗰𝗲 𝗙𝗹𝗲𝘅𝗶𝗯𝗶𝗹𝗶𝘁𝘆:
Adapt to life's variables instead of fighting against them.

𝗗𝗲𝘃𝗲𝗹𝗼𝗽 𝗔𝘄𝗮𝗿𝗲𝗻𝗲𝘀𝘀:
Understand what is ""optimal"" for you and strive for consistent high performance, not unsustainable peaks.

To actually peak means you've hit an apex and you must come back down to baseline.

Chasing the pinnacle of your abilities, every day, can be exhausting and unsustainable.

While it may be appealing, this constant pursuit often leads to burnout.

In contrast, ""Optimal Performance"" is about doing the best you can in any given moment, allowing for:

Flexibility
Adaptability
Sustainability

I apply this principle to my cognitive athletes and professionals (entrepreneurs, executives, gamers).

We thoughtfully plan around milestones and ""game days,"" rather than pushing for the peak every single day.

This approach can be applied across all fields.
",14,8,FALSE
"Show notes are up for the @ddkesports Science of Gaming Series interview.

Playing around with this format with timestamps and text so people can go back and read specific parts if they'd like. Open to feedback!





",10,1,FALSE
"The design team is growing and looking for a badass Sr Product Designer to join the team!!! Come be apart of something awesome and have a voice in shaping the evolution of gaming!!!

",0,0,FALSE
"Statespace is growing fast and hiring for product, engineering, and data science roles. If pushing the boundaries of science and gaming and working with an awesome team sounds fun, have a look!",0,0,FALSE
🚀,2,0,FALSE
"Leaders are watched more than they are heard.

As humans, we will never fully shed our tendency to model the behaviors of those around us, especially those who lead us.

By being authentic, you encourage those around you to be authentic.

Lead by example.

",13,3,FALSE
"How do you test yourself under pressure?

The first step in understanding what you are capable of and applying yourself to your craft is a deep understanding of the self.

• Your values, ethos, and purpose.
• Your mindset.
• Understanding your triggers.
• Your spiritual state.

We believe in using this as a jumping-off point on the journey of improvement.

Next, apply heat and add pressure.

We’ve shown over the years that you'll get a good answer when you ask someone who they are, what they like, and what they stand for in a pleasant, calm, relaxed environment.

But when you make things a little difficult with a lack of sleep or being hungry and are a little threatened, another version of you comes out.

There's never any judgment. These experiences help you better understand your true self.

Becoming genuinely aware of the present moment, acknowledging the challenges in front of you, the environment you are in, and your triggers, then you can develop skills to navigate that space.

Bonus: Unlock Your Creativity

Creativity brings out and redefines people’s vulnerabilities and encourages us to take risks in novel ways. These visceral experiences can help you build from where you are at.

Use your creativity to develop experiences to pressure test yourself and your teams.

By working through these obstacles in training, we create an environment of trust, authenticity, and transparency where we can be compassionate and vulnerable with each other and consistently optimize our potential.

This is the Liminal Way.
",0,0,FALSE
Statespace is looking for a Senior Backend Engineer. Interested? Know someone that might be interested? Feel free to reach out! #hiring #gamingjobs,0,0,FALSE
"3 questions to consider when developing a high-performing team in any industry.

""What will it take to be the best in the world today and in the future?""

“What makes 𝘵𝘩𝘪𝘴 𝘵𝘦𝘢𝘮 special?”

“How will we spend our time, energy, attention, and other resources?”

It requires reimagining what's possible and assessing each input against who else is doing it at the highest level.

Ex: Sports, NASA, DARPA, Special Forces, Business, etc.

This leads to discovering untapped potential in each team member and opens up a conversation to develop a framework to support their growth and development.

What questions are you asking to develop your elite teams?



",13,4,FALSE
